group_value,N,lambda_worst_mean,lambda_worst_min,lambda_worst_max,lambda_mean_mean,lambda_mean_min,lambda_mean_max,lambda_best_mean,lambda_best_min,lambda_best_max,t0_worst_mean,t0_worst_min,t0_worst_max
0,12,208.794132659248,0,2476.93996713633,4368.6314644727,249.79114132188,10672.5326156824,10183.9746870293,4000.68057664313,15663.3552679242,220.416666666667,30,295
-30,12,0.00323890164349194,0,0.0388668197219033,2754.4570738941,611.328717542152,6067.6754476132,10360.7270223362,6248.78360726852,18069.7223876872,407.916666666667,195,595
30,12,0.0243240540683326,0,0.291888648819992,2508.52977218564,934.487726747637,5148.23869650343,11212.8332565599,8165.26639898863,18589.5002367788,412.5,35,735
-60,12,84.115217233292,0,843.443418357327,4359.80787801266,630.470609053397,9531.2635499213,10932.0300400647,5899.48103330845,18398.8341993517,291.666666666667,0,625
60,12,106.977690572558,0,781.632812331738,4896.15201643416,1348.98484197445,9862.19937176079,12456.6246990024,8802.89984883244,17959.4011633921,340.833333333333,40,625
