group_value,N,lambda_worst_mean,lambda_worst_min,lambda_worst_max,D_G_mean,D_G_min,D_G_max,pass_ratio,t0_worst_mean,t0_worst_min,t0_worst_max
nominal,12,208.794132659248,0,2476.93996713633,208.794132659248,0,2476.93996713633,0.333333333333333,220.416666666667,30,295
heading,60,79.982920684162,0,2476.93996713633,79.982920684162,0,2476.93996713633,0.166666666666667,334.666666666667,0,735
critical,2,0.0827905452981693,0,0.165581090596339,0.0827905452981693,0,0.165581090596339,0,170,50,290
